order_id,customer_id,restaurant_name,food_item,category,order_time,delivery_time,delivery_area,order_status,rating,review,order_value,delivery_partner,order_date,order_hour,order_day,order_day_name,order_day_of_week,is_weekend,peak_hour_label,delivery_delay,clean_review,clean_review_no_stop,sentiment_polarity,sentiment_subjectivity,sentiment_category
OD13871,CUST2018,Cafe Daybreak,Club Sandwich,Continental & Beverages,2026-05-11 18:50:23,26.0,Malleshwaram,Delivered,4.0,"Tasty food, but could be a bit warmer.",230,DP_135,2026-05-11,18,Monday,Monday,0,0,Off-Peak,0.0,tasty food but could be a bit warmer,tasty could bit warmer,0.0,0.0,Neutral
OD13872,CUST2676,Bella Italia,Chicken Alfredo Pasta,Italian,2026-05-02 15:56:06,36.0,Marathahalli,Delivered,4.0,"Tasty food, but could be a bit warmer.",410,DP_185,2026-05-02,15,Saturday,Saturday,5,1,Off-Peak,6.0,tasty food but could be a bit warmer,tasty could bit warmer,0.0,0.0,Neutral
OD13873,CUST2004,Sweet Retreat,Red Velvet Pastry,Desserts,2026-05-21 20:44:07,51.0,Malleshwaram,Delivered,3.0,Portion size was small for the price.,180,DP_104,2026-05-21,20,Thursday,Thursday,3,0,Dinner Peak,21.0,portion size was small for the price,portion size small price,-0.25,0.4,Negative
OD13874,CUST2567,Burger Bistro,Crispy Chicken Burger,Fast Food,2026-04-28 19:36:57,43.0,Indiranagar,Delivered,3.0,The food was decent but arrived a bit cold.,250,DP_189,2026-04-28,19,Tuesday,Tuesday,1,0,Dinner Peak,13.0,the food was decent but arrived a bit cold,decent arrived bit cold,-0.21666666666666667,0.8333333333333333,Negative
OD13875,CUST3219,Cafe Daybreak,Club Sandwich,Continental & Beverages,2026-05-26 21:28:33,56.0,Whitefield,Delivered,1.0,Awful experience! Delayed by over an hour and no response.,670,DP_154,2026-05-26,21,Tuesday,Tuesday,1,0,Dinner Peak,26.0,awful experience delayed by over an hour and no response,awful experience delayed hour response,-1.0,1.0,Negative
OD13876,CUST2566,Tandoori Nights,Malai Kofta & Lachha Paratha,North Indian,2026-05-11 19:16:18,33.0,Malleshwaram,Delivered,4.0,Decent portion size and good taste. Recommended.,370,DP_142,2026-05-11,19,Monday,Monday,0,0,Dinner Peak,3.0,decent portion size and good taste recommended,decent portion size good taste recommended,0.4333333333333333,0.6333333333333333,Positive
OD13877,CUST2342,The Salad Bowl,Caesar Salad,Healthy & Salads,2026-05-14 20:55:08,51.0,Whitefield,Delivered,2.0,Food was cold when it arrived.,530,DP_188,2026-05-14,20,Thursday,Thursday,3,0,Dinner Peak,21.0,food was cold when it arrived,cold arrived,-0.6,1.0,Negative
OD13878,CUST3397,Royal Biryani House,Chicken Tikka Biryani,Biryani & Mughlai,2026-05-12 20:35:08,39.0,Jayanagar,Delivered,5.0,Outstanding quality! Will definitely order again.,380,DP_155,2026-05-12,20,Tuesday,Tuesday,1,0,Dinner Peak,9.0,outstanding quality will definitely order again,outstanding quality definitely,0.25,0.6875,Positive
OD13879,CUST2306,Royal Biryani House,Mutton Biryani,Biryani & Mughlai,2026-04-27 12:20:52,37.0,Whitefield,Delivered,4.0,"Tasty food, but could be a bit warmer.",470,DP_200,2026-04-27,12,Monday,Monday,0,0,Lunch Peak,7.0,tasty food but could be a bit warmer,tasty could bit warmer,0.0,0.0,Neutral
OD13880,CUST2625,Bella Italia,Chicken Alfredo Pasta,Italian,2026-05-13 12:33:59,42.0,Koramangala,Delivered,2.0,The item delivered was incorrect and lukewarm.,410,DP_133,2026-05-13,12,Wednesday,Wednesday,2,0,Lunch Peak,12.0,the item delivered was incorrect and lukewarm,item incorrect lukewarm,0.0,0.0,Neutral
OD13881,CUST2337,Wok & Roll,Chicken Fried Rice & Manchurian,Chinese & Asian,2026-05-24 23:07:38,24.0,Malleshwaram,Delivered,5.0,Outstanding quality! Will definitely order again.,330,DP_111,2026-05-24,23,Sunday,Sunday,6,1,Off-Peak,0.0,outstanding quality will definitely order again,outstanding quality definitely,0.25,0.6875,Positive
OD13882,CUST2228,Wok & Roll,Chicken Fried Rice & Manchurian,Chinese & Asian,2026-05-18 21:05:49,44.0,Jayanagar,Delivered,3.0,"Food was okay, but delivery took some time.",330,DP_145,2026-05-18,21,Monday,Monday,0,0,Dinner Peak,14.0,food was okay but delivery took some time,okay took time,0.5,0.5,Positive
OD13883,CUST2317,Sweet Retreat,Chocolate Lava Cake,Desserts,2026-05-26 19:43:40,,Malleshwaram,Cancelled,,Customer cancelled the order,180,DP_134,2026-05-26,19,Tuesday,Tuesday,1,0,Dinner Peak,,customer cancelled the order,customer cancelled,0.0,0.0,Neutral
OD13884,CUST2339,Royal Biryani House,Veg Hyderabadi Biryani,Biryani & Mughlai,2026-05-03 18:32:55,33.0,Marathahalli,Delivered,4.0,Overall great experience. Prompt service.,330,DP_183,2026-05-03,18,Sunday,Sunday,6,1,Off-Peak,3.0,overall great experience prompt service,overall great experience prompt service,0.4,0.375,Positive
OD13885,CUST2456,Royal Biryani House,Chicken Dum Biryani,Biryani & Mughlai,2026-04-27 21:50:35,61.0,Whitefield,Delivered,1.0,Awful experience! Delayed by over an hour and no response.,350,DP_101,2026-04-27,21,Monday,Monday,0,0,Dinner Peak,31.0,awful experience delayed by over an hour and no response,awful experience delayed hour response,-1.0,1.0,Negative
OD13886,CUST3361,The Salad Bowl,Greek Salad,Healthy & Salads,2026-05-11 21:05:46,55.0,Marathahalli,Delivered,3.0,"Food was okay, but delivery took some time.",270,DP_160,2026-05-11,21,Monday,Monday,0,0,Dinner Peak,25.0,food was okay but delivery took some time,okay took time,0.5,0.5,Positive
OD13887,CUST3028,Wok & Roll,Chilli Chicken Gravy,Chinese & Asian,2026-05-14 20:47:37,30.0,Jayanagar,Delivered,4.0,"Tasty food, standard delivery. Satisfactory.",300,DP_187,2026-05-14,20,Thursday,Thursday,3,0,Dinner Peak,0.0,tasty food standard delivery satisfactory,tasty standard satisfactory,0.0,0.0,Neutral
OD13888,CUST2940,The Salad Bowl,Caesar Salad,Healthy & Salads,2026-05-20 21:07:09,46.0,Indiranagar,Delivered,3.0,Average food. Nothing special.,750,DP_160,2026-05-20,21,Wednesday,Wednesday,2,0,Dinner Peak,16.0,average food nothing special,average nothing special,0.10357142857142858,0.48571428571428565,Positive
OD13889,CUST3177,Tandoori Nights,Malai Kofta & Lachha Paratha,North Indian,2026-05-21 17:27:07,28.0,Malleshwaram,Delivered,4.0,Good taste and neat packaging.,370,DP_192,2026-05-21,17,Thursday,Thursday,3,0,Off-Peak,0.0,good taste and neat packaging,good taste neat packaging,0.7,0.6000000000000001,Positive
OD13890,CUST2162,Sweet Retreat,Chocolate Lava Cake,Desserts,2026-05-07 14:25:29,33.0,Malleshwaram,Delivered,5.0,Best meal ever. Highly recommended!,190,DP_138,2026-05-07,14,Thursday,Thursday,3,0,Lunch Peak,3.0,best meal ever highly recommended,best meal ever highly recommended,0.58,0.42000000000000004,Positive
OD13891,CUST2929,Bella Italia,Veg Arrabiata Penne Pasta,Italian,2026-05-12 22:44:25,52.0,Malleshwaram,Delivered,2.0,Taste was disappointing. Packaging was leaked.,330,DP_181,2026-05-12,22,Tuesday,Tuesday,1,0,Dinner Peak,22.0,taste was disappointing packaging was leaked,taste disappointing packaging leaked,-0.6,0.7,Negative
OD13892,CUST2108,Wok & Roll,Veg Hakka Noodles,Chinese & Asian,2026-05-15 21:14:43,,Indiranagar,Cancelled,,Item out of stock at restaurant,480,DP_102,2026-05-15,21,Friday,Friday,4,1,Dinner Peak,,item out of stock at restaurant,item stock,0.0,0.0,Neutral
OD13893,CUST2440,Wok & Roll,Schezwan Noodles,Chinese & Asian,2026-04-30 20:45:20,46.0,Indiranagar,Delivered,2.0,"Too spicy, couldn't eat it. Disappointed.",280,DP_126,2026-04-30,20,Thursday,Thursday,3,0,Dinner Peak,16.0,too spicy couldnt eat it disappointed,spicy couldnt eat disappointed,-0.75,0.75,Negative
OD13894,CUST3044,Spice Symphony,Paneer Butter Masala Meal,North Indian,2026-05-23 21:28:47,71.0,Whitefield,Delivered,2.0,Delivery took almost an hour. Unhappy.,360,DP_114,2026-05-23,21,Saturday,Saturday,5,1,Dinner Peak,41.0,delivery took almost an hour unhappy,took almost hour unhappy,-0.6,0.9,Negative
OD13895,CUST3129,Cafe Daybreak,Classic Cold Coffee,Continental & Beverages,2026-05-15 21:36:29,70.0,Whitefield,Delivered,1.0,Worst service! Delivered extremely late and completely cold.,200,DP_118,2026-05-15,21,Friday,Friday,4,1,Dinner Peak,40.0,worst service delivered extremely late and completely cold,worst service extremely late completely cold,-0.6333333333333333,0.8666666666666667,Negative
OD13896,CUST3274,Tandoori Nights,Paneer Tikka,North Indian,2026-05-19 20:54:34,56.0,Btm Layout,Delivered,2.0,"Too spicy, couldn't eat it. Disappointed.",590,DP_127,2026-05-19,20,Tuesday,Tuesday,1,0,Dinner Peak,26.0,too spicy couldnt eat it disappointed,spicy couldnt eat disappointed,-0.75,0.75,Negative
OD13897,CUST2064,Bella Italia,Farmhouse Veg Pizza,Italian,2026-05-26 07:14:34,26.0,Koramangala,Delivered,4.0,Overall great experience. Prompt service.,890,DP_150,2026-05-26,7,Tuesday,Tuesday,1,0,Off-Peak,0.0,overall great experience prompt service,overall great experience prompt service,0.4,0.375,Positive
OD13898,CUST3117,The Salad Bowl,Greek Salad,Healthy & Salads,2026-05-14 20:54:55,41.0,Jayanagar,Delivered,4.0,Overall great experience. Prompt service.,280,DP_135,2026-05-14,20,Thursday,Thursday,3,0,Dinner Peak,11.0,overall great experience prompt service,overall great experience prompt service,0.4,0.375,Positive
OD13899,CUST2168,Spice Symphony,Butter Chicken & Naan,North Indian,2026-05-02 14:56:29,53.0,Whitefield,Delivered,4.0,Decent portion size and good taste. Recommended.,380,DP_102,2026-05-02,14,Saturday,Saturday,5,1,Lunch Peak,23.0,decent portion size and good taste recommended,decent portion size good taste recommended,0.4333333333333333,0.6333333333333333,Positive
OD13900,CUST2618,Royal Biryani House,Mutton Biryani,Biryani & Mughlai,2026-05-12 22:59:51,45.0,Hsr Layout,Delivered,2.0,"Too spicy, couldn't eat it. Disappointed.",480,DP_163,2026-05-12,22,Tuesday,Tuesday,1,0,Dinner Peak,15.0,too spicy couldnt eat it disappointed,spicy couldnt eat disappointed,-0.75,0.75,Negative
OD13901,CUST2998,Royal Biryani House,Mutton Biryani,Biryani & Mughlai,2026-05-04 13:46:24,37.0,Btm Layout,Delivered,4.0,Overall great experience. Prompt service.,470,DP_130,2026-05-04,13,Monday,Monday,0,0,Lunch Peak,7.0,overall great experience prompt service,overall great experience prompt service,0.4,0.375,Positive
OD13902,CUST3194,Sweet Retreat,Red Velvet Pastry,Desserts,2026-05-15 18:17:26,35.0,Indiranagar,Delivered,3.0,Portion size was small for the price.,200,DP_146,2026-05-15,18,Friday,Friday,4,1,Off-Peak,5.0,portion size was small for the price,portion size small price,-0.25,0.4,Negative
OD13903,CUST3308,Sweet Retreat,Gulab Jamun (4 pcs),Desserts,2026-05-22 19:16:44,62.0,Btm Layout,Delivered,1.0,Missing items in my order and food was cold. Avoid this place!,220,DP_181,2026-05-22,19,Friday,Friday,4,1,Dinner Peak,32.0,missing items in my order and food was cold avoid this place,missing items cold avoid place,-0.4,0.525,Negative
OD13904,CUST2325,Tandoori Nights,Paneer Tikka,North Indian,2026-05-03 15:01:20,57.0,Whitefield,Delivered,1.0,Worst service! Delivered extremely late and completely cold.,330,DP_197,2026-05-03,15,Sunday,Sunday,6,1,Off-Peak,27.0,worst service delivered extremely late and completely cold,worst service extremely late completely cold,-0.6333333333333333,0.8666666666666667,Negative
OD13905,CUST2175,Spice Symphony,Butter Chicken & Naan,North Indian,2026-05-25 11:53:33,22.0,Hsr Layout,Delivered,5.0,"Amazing food, super fast delivery!",400,DP_194,2026-05-25,11,Monday,Monday,0,0,Off-Peak,0.0,amazing food super fast delivery,amazing super fast,0.37777777777777777,0.7222222222222222,Positive
OD13906,CUST3202,Cafe Daybreak,Paneer Tikka Sandwich,Continental & Beverages,2026-05-02 12:03:46,37.0,Koramangala,Delivered,2.0,Delivery took almost an hour. Unhappy.,210,DP_180,2026-05-02,12,Saturday,Saturday,5,1,Lunch Peak,7.0,delivery took almost an hour unhappy,took almost hour unhappy,-0.6,0.9,Negative
OD13907,CUST3329,Bella Italia,Veg Arrabiata Penne Pasta,Italian,2026-05-06 20:58:30,49.0,Hsr Layout,Delivered,2.0,Delivery took almost an hour. Unhappy.,350,DP_157,2026-05-06,20,Wednesday,Wednesday,2,0,Dinner Peak,19.0,delivery took almost an hour unhappy,took almost hour unhappy,-0.6,0.9,Negative
OD13908,CUST2579,Sweet Retreat,Sizzling Brownie,Desserts,2026-04-27 15:25:35,33.0,Btm Layout,Delivered,4.0,"Tasty food, but could be a bit warmer.",380,DP_158,2026-04-27,15,Monday,Monday,0,0,Off-Peak,3.0,tasty food but could be a bit warmer,tasty could bit warmer,0.0,0.0,Neutral
OD13909,CUST2012,The Salad Bowl,Caesar Salad,Healthy & Salads,2026-05-14 21:12:28,55.0,Btm Layout,Delivered,1.0,"Terrible experience, food was completely spilled inside the bag.",290,DP_111,2026-05-14,21,Thursday,Thursday,3,0,Dinner Peak,25.0,terrible experience food was completely spilled inside the bag,terrible experience completely spilled inside bag,-0.45,0.7,Negative
OD13910,CUST2419,Spice Symphony,Kadhai Paneer with Roti,North Indian,2026-05-16 08:32:04,27.0,Hsr Layout,Delivered,4.0,"Tasty food, standard delivery. Satisfactory.",360,DP_111,2026-05-16,8,Saturday,Saturday,5,1,Off-Peak,0.0,tasty food standard delivery satisfactory,tasty standard satisfactory,0.0,0.0,Neutral
OD13911,CUST3138,The Golden Dosa,Rava Kesari & Dosa Combo,South Indian,2026-05-25 15:10:45,42.0,Marathahalli,Delivered,2.0,"Too spicy, couldn't eat it. Disappointed.",170,DP_197,2026-05-25,15,Monday,Monday,0,0,Off-Peak,12.0,too spicy couldnt eat it disappointed,spicy couldnt eat disappointed,-0.75,0.75,Negative
OD13912,CUST2650,The Salad Bowl,Quinoa Avocado Salad,Healthy & Salads,2026-05-12 20:51:34,37.0,Hsr Layout,Delivered,5.0,Outstanding quality! Will definitely order again.,360,DP_165,2026-05-12,20,Tuesday,Tuesday,1,0,Dinner Peak,7.0,outstanding quality will definitely order again,outstanding quality definitely,0.25,0.6875,Positive
OD13913,CUST2727,Royal Biryani House,Chicken Dum Biryani,Biryani & Mughlai,2026-05-15 23:34:10,42.0,Koramangala,Delivered,3.0,Packaging could have been better. Average taste.,360,DP_120,2026-05-15,23,Friday,Friday,4,1,Off-Peak,12.0,packaging could have been better average taste,packaging could better average taste,0.175,0.44999999999999996,Positive
OD13914,CUST2883,Sweet Retreat,Kulfi Falooda,Desserts,2026-05-12 12:47:17,,Indiranagar,Cancelled,,Item out of stock at restaurant,160,DP_179,2026-05-12,12,Tuesday,Tuesday,1,0,Lunch Peak,,item out of stock at restaurant,item stock,0.0,0.0,Neutral
OD13915,CUST2443,Sweet Retreat,Gulab Jamun (4 pcs),Desserts,2026-05-25 20:51:16,52.0,Koramangala,Delivered,2.0,"Not worth the price, portion was very small.",150,DP_139,2026-05-25,20,Monday,Monday,0,0,Dinner Peak,22.0,not worth the price portion was very small,worth price portion small,0.024999999999999994,0.25,Neutral
OD13916,CUST3014,Tandoori Nights,Butter Chicken Combo Meal,North Indian,2026-05-23 14:39:09,47.0,Indiranagar,Delivered,2.0,Delivery took almost an hour. Unhappy.,740,DP_166,2026-05-23,14,Saturday,Saturday,5,1,Lunch Peak,17.0,delivery took almost an hour unhappy,took almost hour unhappy,-0.6,0.9,Negative
OD13917,CUST2187,Tandoori Nights,Malai Kofta & Lachha Paratha,North Indian,2026-05-21 20:40:51,57.0,Whitefield,Delivered,2.0,"Not worth the price, portion was very small.",380,DP_189,2026-05-21,20,Thursday,Thursday,3,0,Dinner Peak,27.0,not worth the price portion was very small,worth price portion small,0.024999999999999994,0.25,Neutral
OD13918,CUST2745,Royal Biryani House,Chicken Tikka Biryani,Biryani & Mughlai,2026-05-24 22:21:30,50.0,Marathahalli,Delivered,1.0,Worst service! Delivered extremely late and completely cold.,410,DP_107,2026-05-24,22,Sunday,Sunday,6,1,Dinner Peak,20.0,worst service delivered extremely late and completely cold,worst service extremely late completely cold,-0.6333333333333333,0.8666666666666667,Negative
OD13919,CUST3356,Royal Biryani House,Mutton Biryani,Biryani & Mughlai,2026-05-25 13:49:36,42.0,Marathahalli,Delivered,4.0,Decent portion size and good taste. Recommended.,1380,DP_141,2026-05-25,13,Monday,Monday,0,0,Lunch Peak,12.0,decent portion size and good taste recommended,decent portion size good taste recommended,0.4333333333333333,0.6333333333333333,Positive
OD13920,CUST2650,Cafe Daybreak,Iced Latte,Continental & Beverages,2026-05-11 12:39:24,33.0,Malleshwaram,Delivered,2.0,Delivery took almost an hour. Unhappy.,210,DP_186,2026-05-11,12,Monday,Monday,0,0,Lunch Peak,3.0,delivery took almost an hour unhappy,took almost hour unhappy,-0.6,0.9,Negative
OD13921,CUST2165,The Salad Bowl,Quinoa Avocado Salad,Healthy & Salads,2026-05-09 20:39:59,45.0,Jayanagar,Delivered,3.0,"Food was okay, but delivery took some time.",370,DP_102,2026-05-09,20,Saturday,Saturday,5,1,Dinner Peak,15.0,food was okay but delivery took some time,okay took time,0.5,0.5,Positive
OD13922,CUST2348,Tandoori Nights,Chicken Seekh Kebab,North Indian,2026-05-03 15:18:40,28.0,Marathahalli,Delivered,5.0,"Amazing food, super fast delivery!",350,DP_139,2026-05-03,15,Sunday,Sunday,6,1,Off-Peak,0.0,amazing food super fast delivery,amazing super fast,0.37777777777777777,0.7222222222222222,Positive
OD13923,CUST3253,Burger Bistro,Chicken Nuggets (9 pcs),Fast Food,2026-05-05 19:04:40,29.0,Jayanagar,Delivered,3.0,The food was decent but arrived a bit cold.,230,DP_174,2026-05-05,19,Tuesday,Tuesday,1,0,Dinner Peak,0.0,the food was decent but arrived a bit cold,decent arrived bit cold,-0.21666666666666667,0.8333333333333333,Negative
OD13924,CUST2823,Spice Symphony,Paneer Butter Masala Meal,North Indian,2026-05-25 08:42:31,,Jayanagar,Cancelled,,Delivery address was outside the delivery radius,350,DP_166,2026-05-25,8,Monday,Monday,0,0,Off-Peak,,delivery address was outside the delivery radius,address outside radius,0.0,0.05,Neutral
OD13925,CUST2388,The Salad Bowl,Fresh Fruit Bowl,Healthy & Salads,2026-05-05 15:02:30,32.0,Indiranagar,Delivered,5.0,"Perfect taste, clean packaging, and polite delivery partner.",200,DP_185,2026-05-05,15,Tuesday,Tuesday,1,0,Off-Peak,2.0,perfect taste clean packaging and polite delivery partner,perfect taste clean packaging polite,0.6833333333333333,0.8500000000000001,Positive
OD13926,CUST3430,The Golden Dosa,Onion Uttapam,South Indian,2026-05-02 16:55:04,32.0,Indiranagar,Delivered,5.0,"Perfect taste, clean packaging, and polite delivery partner.",160,DP_170,2026-05-02,16,Saturday,Saturday,5,1,Off-Peak,2.0,perfect taste clean packaging and polite delivery partner,perfect taste clean packaging polite,0.6833333333333333,0.8500000000000001,Positive
OD13927,CUST2157,Bella Italia,Farmhouse Veg Pizza,Italian,2026-05-02 16:03:33,28.0,Malleshwaram,Delivered,4.0,Decent portion size and good taste. Recommended.,470,DP_147,2026-05-02,16,Saturday,Saturday,5,1,Off-Peak,0.0,decent portion size and good taste recommended,decent portion size good taste recommended,0.4333333333333333,0.6333333333333333,Positive
OD13928,CUST3366,Sweet Retreat,Kulfi Falooda,Desserts,2026-05-10 18:02:39,23.0,Btm Layout,Delivered,3.0,Prompt delivery but taste was average.,280,DP_143,2026-05-10,18,Sunday,Sunday,6,1,Off-Peak,0.0,prompt delivery but taste was average,prompt taste average,-0.15,0.39999999999999997,Negative
OD13929,CUST3134,Sweet Retreat,Gulab Jamun (4 pcs),Desserts,2026-05-02 09:40:28,39.0,Marathahalli,Delivered,4.0,"Tasty food, standard delivery. Satisfactory.",150,DP_138,2026-05-02,9,Saturday,Saturday,5,1,Off-Peak,9.0,tasty food standard delivery satisfactory,tasty standard satisfactory,0.0,0.0,Neutral
OD13930,CUST2947,Spice Symphony,Tandoori Chicken Half,North Indian,2026-05-14 20:42:12,46.0,Jayanagar,Delivered,3.0,The food was decent but arrived a bit cold.,420,DP_170,2026-05-14,20,Thursday,Thursday,3,0,Dinner Peak,16.0,the food was decent but arrived a bit cold,decent arrived bit cold,-0.21666666666666667,0.8333333333333333,Negative
OD13931,CUST2475,Royal Biryani House,Egg Biryani,Biryani & Mughlai,2026-04-29 20:20:27,53.0,Marathahalli,Delivered,4.0,"Tasty food, standard delivery. Satisfactory.",300,DP_120,2026-04-29,20,Wednesday,Wednesday,2,0,Dinner Peak,23.0,tasty food standard delivery satisfactory,tasty standard satisfactory,0.0,0.0,Neutral
OD13932,CUST2706,The Salad Bowl,Quinoa Avocado Salad,Healthy & Salads,2026-05-23 14:28:51,36.0,Hsr Layout,Delivered,3.0,Packaging could have been better. Average taste.,340,DP_104,2026-05-23,14,Saturday,Saturday,5,1,Lunch Peak,6.0,packaging could have been better average taste,packaging could better average taste,0.175,0.44999999999999996,Positive
OD13933,CUST3473,Bella Italia,Farmhouse Veg Pizza,Italian,2026-05-15 20:55:10,60.0,Whitefield,Delivered,1.0,The food tasted stale and horrible! Threw it in the trash.,470,DP_163,2026-05-15,20,Friday,Friday,4,1,Dinner Peak,30.0,the food tasted stale and horrible threw it in the trash,tasted stale horrible threw trash,-0.75,0.75,Negative
OD13934,CUST2465,The Golden Dosa,Rava Kesari & Dosa Combo,South Indian,2026-05-06 18:59:36,38.0,Hsr Layout,Delivered,4.0,"Tasty food, standard delivery. Satisfactory.",180,DP_165,2026-05-06,18,Wednesday,Wednesday,2,0,Off-Peak,8.0,tasty food standard delivery satisfactory,tasty standard satisfactory,0.0,0.0,Neutral
OD13935,CUST2017,The Salad Bowl,Greek Salad,Healthy & Salads,2026-05-16 17:44:49,29.0,Koramangala,Delivered,3.0,Average food. Nothing special.,260,DP_105,2026-05-16,17,Saturday,Saturday,5,1,Off-Peak,0.0,average food nothing special,average nothing special,0.10357142857142858,0.48571428571428565,Positive
OD13936,CUST2001,Spice Symphony,Butter Chicken & Naan,North Indian,2026-05-09 15:05:29,40.0,Indiranagar,Delivered,5.0,"Delivered way before time, packaging was excellent!",380,DP_166,2026-05-09,15,Saturday,Saturday,5,1,Off-Peak,10.0,delivered way before time packaging was excellent,way time packaging excellent,1.0,1.0,Positive
OD13937,CUST3443,Tandoori Nights,Chicken Seekh Kebab,North Indian,2026-05-19 18:26:22,,Indiranagar,Cancelled,,Item out of stock at restaurant,340,DP_119,2026-05-19,18,Tuesday,Tuesday,1,0,Off-Peak,,item out of stock at restaurant,item stock,0.0,0.0,Neutral
OD13938,CUST2605,Royal Biryani House,Veg Hyderabadi Biryani,Biryani & Mughlai,2026-05-23 21:07:23,85.0,Whitefield,Delivered,1.0,The food tasted stale and horrible! Threw it in the trash.,300,DP_148,2026-05-23,21,Saturday,Saturday,5,1,Dinner Peak,55.0,the food tasted stale and horrible threw it in the trash,tasted stale horrible threw trash,-0.75,0.75,Negative
OD13939,CUST2986,The Golden Dosa,Filter Coffee & Upma,South Indian,2026-05-26 11:10:18,33.0,Hsr Layout,Delivered,5.0,"Amazing food, super fast delivery!",160,DP_178,2026-05-26,11,Tuesday,Tuesday,1,0,Off-Peak,3.0,amazing food super fast delivery,amazing super fast,0.37777777777777777,0.7222222222222222,Positive
OD13940,CUST2225,Spice Symphony,Tandoori Chicken Half,North Indian,2026-05-11 20:58:18,33.0,Jayanagar,Delivered,2.0,"Not worth the price, portion was very small.",780,DP_151,2026-05-11,20,Monday,Monday,0,0,Dinner Peak,3.0,not worth the price portion was very small,worth price portion small,0.024999999999999994,0.25,Neutral
OD13941,CUST2544,Tandoori Nights,Chicken Seekh Kebab,North Indian,2026-05-14 20:58:12,36.0,Koramangala,Delivered,5.0,"Perfect taste, clean packaging, and polite delivery partner.",350,DP_117,2026-05-14,20,Thursday,Thursday,3,0,Dinner Peak,6.0,perfect taste clean packaging and polite delivery partner,perfect taste clean packaging polite,0.6833333333333333,0.8500000000000001,Positive
OD13942,CUST2464,Bella Italia,Garlic Bread with Cheese,Italian,2026-05-12 13:40:01,40.0,Whitefield,Delivered,4.0,Decent portion size and good taste. Recommended.,180,DP_158,2026-05-12,13,Tuesday,Tuesday,1,0,Lunch Peak,10.0,decent portion size and good taste recommended,decent portion size good taste recommended,0.4333333333333333,0.6333333333333333,Positive
OD13943,CUST2837,The Salad Bowl,Fresh Fruit Bowl,Healthy & Salads,2026-05-03 19:29:43,62.0,Whitefield,Delivered,1.0,Unprofessional delivery partner. Very bad experience.,210,DP_183,2026-05-03,19,Sunday,Sunday,6,1,Dinner Peak,32.0,unprofessional delivery partner very bad experience,unprofessional bad experience,-0.6999999999999998,0.6666666666666666,Negative
OD13944,CUST3425,Tandoori Nights,Tandoori Roti Combo,North Indian,2026-05-08 20:01:04,52.0,Hsr Layout,Delivered,2.0,The item delivered was incorrect and lukewarm.,220,DP_109,2026-05-08,20,Friday,Friday,4,1,Dinner Peak,22.0,the item delivered was incorrect and lukewarm,item incorrect lukewarm,0.0,0.0,Neutral
OD13945,CUST3208,Burger Bistro,Crispy Chicken Burger,Fast Food,2026-05-04 22:05:49,51.0,Btm Layout,Delivered,4.0,Decent portion size and good taste. Recommended.,250,DP_147,2026-05-04,22,Monday,Monday,0,0,Dinner Peak,21.0,decent portion size and good taste recommended,decent portion size good taste recommended,0.4333333333333333,0.6333333333333333,Positive
OD13946,CUST2594,Bella Italia,Veg Arrabiata Penne Pasta,Italian,2026-05-01 20:04:00,52.0,Hsr Layout,Delivered,3.0,"Food was okay, but delivery took some time.",330,DP_105,2026-05-01,20,Friday,Friday,4,1,Dinner Peak,22.0,food was okay but delivery took some time,okay took time,0.5,0.5,Positive
OD13947,CUST3301,The Salad Bowl,Caesar Salad,Healthy & Salads,2026-05-26 10:56:00,21.0,Indiranagar,Delivered,5.0,"Extremely satisfied, delivered hot and fresh!",510,DP_137,2026-05-26,10,Tuesday,Tuesday,1,0,Off-Peak,0.0,extremely satisfied delivered hot and fresh,extremely satisfied hot fresh,0.35000000000000003,0.7833333333333333,Positive
OD13948,CUST2296,The Golden Dosa,Masala Dosa with Sambar,South Indian,2026-05-07 13:22:43,52.0,Marathahalli,Delivered,3.0,Prompt delivery but taste was average.,280,DP_191,2026-05-07,13,Thursday,Thursday,3,0,Lunch Peak,22.0,prompt delivery but taste was average,prompt taste average,-0.15,0.39999999999999997,Negative
OD13949,CUST2113,Burger Bistro,Spicy Paneer Wrap,Fast Food,2026-04-27 14:55:24,34.0,Malleshwaram,Delivered,4.0,"Tasty food, standard delivery. Satisfactory.",200,DP_128,2026-04-27,14,Monday,Monday,0,0,Lunch Peak,4.0,tasty food standard delivery satisfactory,tasty standard satisfactory,0.0,0.0,Neutral
OD13950,CUST2843,Tandoori Nights,Chicken Seekh Kebab,North Indian,2026-05-05 20:41:31,42.0,Hsr Layout,Delivered,1.0,Awful experience! Delayed by over an hour and no response.,330,DP_192,2026-05-05,20,Tuesday,Tuesday,1,0,Dinner Peak,12.0,awful experience delayed by over an hour and no response,awful experience delayed hour response,-1.0,1.0,Negative
OD13951,CUST2385,Cafe Daybreak,Classic Cold Coffee,Continental & Beverages,2026-05-25 14:08:03,28.0,Jayanagar,Delivered,4.0,"Tasty food, standard delivery. Satisfactory.",190,DP_160,2026-05-25,14,Monday,Monday,0,0,Lunch Peak,0.0,tasty food standard delivery satisfactory,tasty standard satisfactory,0.0,0.0,Neutral
